id,date,user,pc,activity
{B5N2-S3IV57OB-0513NSZE},01/05/2010 17:43:40,BJP0134,PC-0898,Disconnect
{D4W2-Y4MT34VY-1514HMGL},01/05/2010 17:58:08,ANM0123,PC-3845,Connect
{N9X6-S9NX75WI-0841BUBB},01/05/2010 18:31:20,ANM0123,PC-3845,Disconnect
{U2X8-R6UF13UH-2424PBNU},01/05/2010 18:43:46,BAJ0654,PC-9268,Connect
{U5J1-D8JT77LP-9139TGRA},01/05/2010 19:20:52,BAJ0654,PC-9268,Disconnect
{C3K7-U6WN36UB-6397HAZJ},01/05/2010 21:13:13,AJF0370,PC-2775,Connect
{W5N0-J6HF79GG-3030VDOE},01/05/2010 21:14:42,AJF0370,PC-2775,Disconnect
{A4J3-M4WE83PF-1856ZAOD},01/05/2010 22:56:34,BAL0044,PC-7188,Connect
{R1Z3-Q1VT97OW-9807VVHO},01/05/2010 23:00:27,BAL0044,PC-7188,Disconnect
{D4V7-L3AI47FA-3615FYYM},01/05/2010 23:41:48,AJF0370,PC-8453,Connect
{V6Z4-L3UN65UL-3267QFGH},01/05/2010 23:41:55,AJF0370,PC-8453,Disconnect
{I3F7-O9KS50QW-9516UGFC},01/06/2010 01:15:06,AJF0370,PC-9140,Connect
{O4E2-H7CY39CL-1754AXYG},01/06/2010 01:19:40,AJF0370,PC-9140,Disconnect
{J0H3-H3JE81JL-5656UAYU},01/06/2010 05:48:53,BAL0044,PC-1514,Connect
{Y9Q8-F3OA14XX-5101JRIW},01/06/2010 05:52:08,BAL0044,PC-1514,Disconnect
{L6S6-B6FG14BC-4303UEUG},01/06/2010 07:10:27,BAL0044,PC-6797,Connect
{D5K9-I6IA51QW-4390JLZN},01/06/2010 07:14:11,BAL0044,PC-6797,Disconnect
{G5R9-J4NV60TI-4355NSFV},01/06/2010 07:18:02,AVM0947,PC-0285,Connect
{B0H1-H5JV43SO-6965TPWO},01/06/2010 07:23:42,AVM0947,PC-0285,Disconnect
{N0U7-W0OW53OM-5776FROS},01/06/2010 07:33:18,AVM0947,PC-0285,Connect
{L3N7-L8SJ02ID-1669JWQN},01/06/2010 07:49:49,AIB0948,PC-8245,Connect
{J6S0-K9MK99IL-8218NONW},01/06/2010 07:56:40,AIB0948,PC-8245,Disconnect
{D1Y3-Y7HJ64FX-9917GMYD},01/06/2010 08:09:34,AJF0370,PC-8651,Connect
{U9G4-C0XD41NA-7246FWNO},01/06/2010 08:12:22,AVM0947,PC-0285,Disconnect
{R1B4-M9SA59RX-1372JMTL},01/06/2010 08:12:50,AJF0370,PC-8651,Disconnect
{B8B2-H1YA82ME-9500GPFS},01/06/2010 08:26:37,AIB0948,PC-8245,Connect
{J6S4-K2LM02AE-1710XMBZ},01/06/2010 08:40:52,AJN0607,PC-8303,Connect
{F9V6-G9FS90JZ-3657NTJK},01/06/2010 08:44:31,AIB0948,PC-8245,Disconnect
{H5M1-L6KE99WA-3740DEKC},01/06/2010 08:48:52,AJF0370,PC-8651,Connect
{U0G6-M3LM93WN-0021BXFJ},01/06/2010 08:52:18,AJN0607,PC-8303,Disconnect
{V2J1-A6OF53NR-4507CAPL},01/06/2010 08:55:23,AKR0057,PC-2879,Connect
{S7A7-S6TD96HO-8256RWUN},01/06/2010 08:59:34,AJF0370,PC-8651,Disconnect
{R0M8-F6UT81RJ-0830YTVU},01/06/2010 09:19:13,AKR0057,PC-2879,Disconnect
{R8S8-A0TU79KV-8564TTIO},01/06/2010 09:24:26,ATP0662,PC-4127,Connect
{Z7M7-Z2OM56UL-6276ABFS},01/06/2010 09:31:12,AVM0947,PC-0285,Connect
{O3X0-R6MZ14KK-0660SNCU},01/06/2010 09:32:22,AIB0948,PC-8245,Connect
{Q5V3-H7ZL42LM-3228JLLA},01/06/2010 09:33:37,AIB0948,PC-8245,Disconnect
{O1Q8-I4HY48WR-3654EDSR},01/06/2010 09:34:35,AJN0607,PC-8303,Connect
{D1Z0-S6LX03CG-8617BQJA},01/06/2010 09:38:15,AHM0410,PC-3686,Connect
{X2B6-G5GI44MV-8051HOQS},01/06/2010 09:39:12,AVM0947,PC-0285,Disconnect
{D7P1-I5LX92JA-3276DEUX},01/06/2010 09:43:08,AJN0607,PC-8303,Disconnect
{R1W7-U0SH85HZ-0090KCJU},01/06/2010 09:43:36,AVM0947,PC-0285,Connect
{R2M3-B7UL28DB-3259TMXX},01/06/2010 09:46:27,BJM0111,PC-6866,Connect
{F9N8-H6ZA17SK-1004FSLK},01/06/2010 09:52:58,AHM0410,PC-3686,Disconnect
{D5Q2-V8AP13VK-2707DETD},01/06/2010 10:06:58,AJF0370,PC-8651,Connect
{D6V9-W9NN75DH-1385JNWP},01/06/2010 10:10:14,AJF0370,PC-8651,Disconnect
{E5G6-A1KC22VS-9029KQHT},01/06/2010 10:13:51,AVM0947,PC-0285,Disconnect
{U2C2-Y2PV03SL-5244UEVK},01/06/2010 10:15:34,BJM0111,PC-6866,Disconnect
{G7H1-B6CK33RR-6848IDTD},01/06/2010 10:15:49,BJM0111,PC-6866,Connect
{E0J5-O2IF29FX-3431XNQP},01/06/2010 10:15:55,BJM0111,PC-6866,Disconnect
{K5D8-Q6XG12PH-4886SCJN},01/06/2010 10:18:15,BJM0111,PC-6866,Connect
{T8Y0-X6MO29EM-9353ZTDZ},01/06/2010 10:18:54,AIB0948,PC-8245,Connect
{S7E7-M4HQ62FM-8506DFCX},01/06/2010 10:18:59,BJM0111,PC-6866,Disconnect
{U2V4-U5NI68OX-2138BVOD},01/06/2010 10:21:12,BBG0325,PC-6609,Connect
{B2V2-V8AM42FY-8895ZVWW},01/06/2010 10:23:09,BBG0325,PC-6609,Disconnect
{L5T3-G2XL42HI-6940QVXA},01/06/2010 10:27:11,ATP0662,PC-4127,Disconnect
{J7X1-K9AM72HJ-5217HCQX},01/06/2010 10:31:31,BJP0134,PC-0898,Connect
{D3F4-M6OU11QQ-4946GQKS},01/06/2010 10:36:16,AIB0948,PC-8245,Disconnect
{F0G5-N6HB75MX-9637QILN},01/06/2010 10:51:34,ATE0869,PC-1313,Connect
{Z9R3-R6UR68XV-8913MHMT},01/06/2010 11:15:22,BJP0134,PC-0898,Disconnect
{Y4A0-K1SJ01YY-0602WCHX},01/06/2010 11:25:21,ATE0869,PC-1313,Disconnect
{N8T7-J3XC70RE-3767VONS},01/06/2010 11:31:23,BJM0111,PC-6866,Connect
{M6A2-E6CO33PT-9411SFDQ},01/06/2010 11:35:03,AIB0948,PC-8245,Connect
{C6W6-M6NN74XT-2926DYHA},01/06/2010 11:45:55,BJP0134,PC-0898,Connect
{O6D1-V3NS89HP-0060DFND},01/06/2010 11:46:10,ANM0123,PC-3845,Connect
{L8Z8-F9UG92VV-6349OQLT},01/06/2010 11:52:36,BJM0111,PC-6866,Disconnect
{Y8D3-T8KS61GR-3839IVSR},01/06/2010 11:58:06,AJF0370,PC-8651,Connect
{V2C7-R2DV08LO-3771DEFF},01/06/2010 12:07:00,AJF0370,PC-8651,Disconnect
{T0R3-K5DY34IJ-6152EGHB},01/06/2010 12:09:45,BJP0134,PC-0898,Disconnect
{M0J6-W8XJ94UU-1270VDBZ},01/06/2010 12:17:07,AIB0948,PC-8245,Disconnect
{C8V8-A8BS08DQ-6660MSHN},01/06/2010 12:21:49,AIB0948,PC-8245,Connect
{D2W3-F7LW66QG-9895BHTQ},01/06/2010 12:23:14,AIB0948,PC-8245,Disconnect
{A7M8-L7XJ27DK-8895PIGO},01/06/2010 12:24:46,AVM0947,PC-0285,Connect
{Q3J4-Q3FB48EO-4252RXCI},01/06/2010 12:27:07,BJM0111,PC-6866,Connect
{G9V2-K2VW11EO-6211SPRS},01/06/2010 12:28:56,BJM0111,PC-6866,Disconnect
{J2S8-K3ZN56HA-7304AXKU},01/06/2010 12:31:50,BJM0111,PC-6866,Connect
{J7I5-K3CE08LF-5847IEDQ},01/06/2010 12:38:23,AIB0948,PC-8245,Connect
{T5L2-N7EN11AH-4153BWGC},01/06/2010 12:38:45,BJM0111,PC-6866,Disconnect
{B1X1-T7WA25TO-0016JNRY},01/06/2010 12:45:55,AVM0947,PC-0285,Disconnect
{K0Q5-U2WT93HM-1677SCFI},01/06/2010 12:47:26,BJP0134,PC-0898,Connect
{V6D9-P6WX86HR-2089ABHI},01/06/2010 12:47:28,BJP0134,PC-0898,Disconnect
{S6X6-E0PD86IB-2811LOWT},01/06/2010 12:51:37,BJP0134,PC-0898,Connect
{L8B7-A9ZE97UD-4431MBZG},01/06/2010 12:55:31,AJF0370,PC-8651,Connect
{B7Y7-U4IM64VF-6227DLBZ},01/06/2010 12:56:05,BJP0134,PC-0898,Disconnect
{S3V4-A2DS38XG-1743ZSFT},01/06/2010 13:03:45,AVM0947,PC-0285,Connect
{C9W7-W1BY07SS-6923WAGK},01/06/2010 13:04:36,AVM0947,PC-0285,Disconnect
{D7G0-S0BZ58EQ-9633PIET},01/06/2010 13:10:04,AJF0370,PC-8651,Disconnect
{U5L0-S6WZ33EP-9380WOHH},01/06/2010 13:10:30,AIB0948,PC-8245,Disconnect
{L9R9-D3ED11CO-5666YHDV},01/06/2010 13:10:31,ANM0123,PC-3845,Disconnect
{Q0W6-E9GB38SJ-4246MMXQ},01/06/2010 13:38:44,AVM0947,PC-0285,Connect
{U6P7-Y2JL35HA-4616AYEQ},01/06/2010 13:40:34,AJN0607,PC-8303,Connect
{W3F2-Y8LW65IJ-0596LKXB},01/06/2010 13:49:59,AIB0948,PC-8245,Connect
{D7N2-K1CV54CO-1990EQPA},01/06/2010 13:54:13,AIB0948,PC-8245,Disconnect
{S7S3-B6EN55FG-2170LJNC},01/06/2010 14:00:03,AJN0607,PC-8303,Disconnect
{W1H6-R0AY70SJ-9216FYLV},01/06/2010 14:06:42,AVM0947,PC-0285,Disconnect
{S6D0-U1PL74SU-9972IYTX},01/06/2010 14:08:42,AJF0370,PC-8651,Connect
{L7B3-P9VK64TC-4562VCIB},01/06/2010 14:10:33,AJF0370,PC-8651,Disconnect
{D8L2-H2XZ07LY-9517ULWP},01/06/2010 14:22:25,AHM0410,PC-3686,Connect
{H5N7-L4VV80PX-5248HNXF},01/06/2010 14:31:52,BBS0422,PC-4551,Connect
{U0C3-W8BD72UO-1444KQQX},01/06/2010 14:32:28,AVM0947,PC-0285,Connect
{L0O3-C8KY12YA-8004IDKE},01/06/2010 14:34:29,AIB0948,PC-8245,Connect
{S4W7-J1WW70RK-5275QNBL},01/06/2010 14:39:05,ABC0174,PC-5156,Connect
{I0Q6-N9AK62HG-2040CSLB},01/06/2010 14:41:15,AHM0410,PC-3686,Disconnect
{B5U0-T2TJ03CP-6733XXDY},01/06/2010 14:48:25,BBS0422,PC-4551,Disconnect
{J8D6-P1ES72GS-4046QFMT},01/06/2010 14:51:51,BJP0134,PC-0898,Connect
{H3F2-J6CO96TZ-7599XLYL},01/06/2010 14:52:09,AJN0607,PC-8303,Connect
{G8D5-T9IQ33WW-8821NYRU},01/06/2010 14:52:57,BJP0134,PC-0898,Disconnect
{I9D7-P5KX84DF-0543NXRR},01/06/2010 14:53:30,AAF0535,PC-2408,Connect
{E9B3-X0CA69YP-3200IQXW},01/06/2010 14:53:30,ABC0174,PC-5156,Disconnect
{J1O3-A6TF05WH-6742IKFR},01/06/2010 14:54:20,AIB0948,PC-8245,Disconnect
{A6X8-P0ZK48BE-1851RUMO},01/06/2010 14:58:39,AJN0607,PC-8303,Disconnect
{F7E8-G0CU21EK-0702BSUP},01/06/2010 15:03:44,BJP0134,PC-0898,Connect
{X3V6-M0XS93KT-1756NTIS},01/06/2010 15:19:08,AVM0947,PC-0285,Disconnect
{K6R5-Y4NO75BQ-8749FFNG},01/06/2010 15:21:41,AAF0535,PC-2408,Disconnect
{Y9J6-P1ID06PD-7907MFWJ},01/06/2010 15:22:43,AJN0607,PC-8303,Connect
{W5Y3-V3NS27PJ-9262VDJF},01/06/2010 15:25:44,AJN0607,PC-8303,Disconnect
{T2A8-P7KU04ZH-3149KQFJ},01/06/2010 15:28:59,AJF0370,PC-8651,Connect
{L5F2-G7HB46YC-9148XLJP},01/06/2010 15:32:07,AVM0947,PC-0285,Connect
{U2K7-O3MR22UT-4910ZGTX},01/06/2010 15:38:00,AVM0947,PC-0285,Disconnect
{K6H4-B6UW59JT-7675OKUY},01/06/2010 15:38:10,AJF0370,PC-8651,Disconnect
{O1X8-B2XM06VK-5046HGQP},01/06/2010 15:59:55,AJF0370,PC-8651,Connect
{A8G4-T8DB36QK-4184UQXI},01/06/2010 16:07:53,BJP0134,PC-0898,Disconnect
{M4P8-R9YB22ZB-0773UMIJ},01/06/2010 16:10:43,BJP0134,PC-0898,Connect
{F0T5-P1FI19JJ-5828WNKN},01/06/2010 16:11:12,BJP0134,PC-0898,Disconnect
{S0I2-N7OI28FW-6761MZKE},01/06/2010 16:13:52,BAJ0654,PC-9268,Connect
{D7S2-H1SD78RP-7858OUJR},01/06/2010 16:31:07,BAJ0654,PC-9268,Disconnect
{X8I0-R4GL25OU-8932LKBO},01/06/2010 16:45:36,BJP0134,PC-0898,Connect
{R4U2-U1SM28SL-2874VZYU},01/06/2010 16:51:41,BJP0134,PC-0898,Disconnect
{U8A4-V5VT09GX-0047HBEV},01/06/2010 16:58:00,AIP0982,PC-3733,Connect
{O4R2-D8MI11SS-7392OTFH},01/06/2010 16:59:44,BJP0134,PC-0898,Connect
{R5X5-W4UL11PR-7186YFBG},01/06/2010 17:00:00,BJP0134,PC-0898,Disconnect
{Z6G2-P5NH79AR-6171POQX},01/06/2010 17:00:07,AIP0982,PC-3733,Disconnect
{E5J8-E6IT48CU-8236FXZL},01/06/2010 17:09:42,AIP0982,PC-3733,Connect
{H2F2-N2QY63PC-2864CRSD},01/06/2010 17:11:44,AIP0982,PC-3733,Disconnect
{K4E4-K1BV25AH-5355RQRG},01/06/2010 17:35:05,BJM0111,PC-6866,Connect
{C1Q2-S1FI21VE-7229RQXJ},01/06/2010 17:43:53,ANM0123,PC-3845,Connect
{X4F6-W0LY09IA-6908HMZK},01/06/2010 17:49:04,BJM0111,PC-6866,Disconnect
{F9I3-L7RA44QP-4512ITLU},01/06/2010 17:54:34,ANM0123,PC-3845,Disconnect
{V0M5-X7PV14TE-2845TZWL},01/06/2010 18:18:16,AJF0370,PC-2567,Connect
{T3S9-C5OD81DQ-6419RSNK},01/06/2010 18:18:20,AJF0370,PC-2567,Disconnect
{M7L9-R7WT06UT-2106SDFQ},01/06/2010 21:56:02,AJF0370,PC-2725,Connect
{B5I9-Y3BI50JD-3334NFKM},01/06/2010 22:04:39,AJF0370,PC-2725,Disconnect
{O9B3-Z1ZZ01GW-3093FOJZ},01/06/2010 22:05:34,BAL0044,PC-9094,Connect
{S2R3-P5IT12RR-8032RXRU},01/06/2010 22:05:59,BAL0044,PC-9094,Disconnect
{M8U1-W4AQ90IP-4491GRBS},01/06/2010 22:40:17,AJF0370,PC-8164,Connect
{K8K6-A6BZ02XD-6483ONKC},01/06/2010 22:41:12,AJF0370,PC-8164,Disconnect
{Z8V6-K4BK65KS-0151FGBI},01/06/2010 22:44:29,AJF0370,PC-6610,Connect
{B0A6-H1VZ95KC-7917ALKD},01/06/2010 22:45:47,BAL0044,PC-9658,Connect
{G9L1-A4IM80KS-1164UTFE},01/06/2010 22:46:12,BAL0044,PC-9658,Disconnect
{W5B6-G9GD68JX-5895JJKH},01/06/2010 22:54:41,AJF0370,PC-6610,Disconnect
{S8S5-H5XY40CO-1126SUHM},01/07/2010 01:03:33,AJF0370,PC-2640,Connect
{Y4P7-K8DJ14PW-5750CZIF},01/07/2010 01:04:55,AJF0370,PC-2640,Disconnect
{B0O4-G4LC60IY-5424FOMM},01/07/2010 01:12:49,BAL0044,PC-6251,Connect
{W5N4-O9UO13GP-7488CURA},01/07/2010 01:13:25,BAL0044,PC-6251,Disconnect
{C3E5-W4NH09IV-1890XDGT},01/07/2010 04:19:46,AJF0370,PC-2661,Connect
{K5Y6-Q1ZE05TZ-1908POFZ},01/07/2010 04:21:51,AJF0370,PC-2661,Disconnect
{Q0L8-C9SX84DQ-0416ORGN},01/07/2010 06:08:27,BAL0044,PC-8734,Connect
{U2J7-I5BC86SV-6615NCTU},01/07/2010 06:11:10,BAL0044,PC-8734,Disconnect
{I6C0-Q7SR96QF-9715OHNR},01/07/2010 07:05:14,AJF0370,PC-8720,Connect
{E1R4-X8MH57QI-5022KRRP},01/07/2010 07:05:15,AJF0370,PC-8720,Disconnect
{I0C9-T8UN98SY-2371BWEW},01/07/2010 07:49:10,AIB0948,PC-8245,Connect
{Q9H6-H6EA10BH-7126JHRV},01/07/2010 07:57:00,AIB0948,PC-8245,Disconnect
{L1Z4-A2UT39TF-3038KHER},01/07/2010 08:02:16,AIB0948,PC-8245,Connect
{Q2T0-Q9CO94OK-3660JAEQ},01/07/2010 08:04:31,AIB0948,PC-8245,Disconnect
{U1R7-M1RW40SQ-5048SNLW},01/07/2010 08:12:21,AVM0947,PC-0285,Connect
{W9U3-G0SZ33TY-5457CXEQ},01/07/2010 08:16:09,AVM0947,PC-0285,Disconnect
{W8E5-W9HT92ET-9639HBTJ},01/07/2010 08:37:34,AJN0607,PC-8303,Connect
{E5H9-N3NC73YG-3818FUYW},01/07/2010 08:39:04,AIB0948,PC-8245,Connect
{Z2K0-A0GZ83TO-2437GZAL},01/07/2010 08:47:02,AJN0607,PC-8303,Disconnect
{D7B5-E5IC86DY-9073GPUO},01/07/2010 08:47:49,AIP0982,PC-3733,Connect
{X5H7-K8OW74QS-0269YNWH},01/07/2010 08:54:19,AIB0948,PC-8245,Disconnect
{N9G3-H2XZ16EY-6003CHFE},01/07/2010 09:08:23,BJP0134,PC-0898,Connect
{D7F6-K4RY05QN-0786TGWW},01/07/2010 09:15:48,ABC0174,PC-5156,Connect
{W1Q9-R3CQ96QC-4176EHEX},01/07/2010 09:18:47,BJP0134,PC-0898,Disconnect
{H0X7-W5XR16WN-8503MWMD},01/07/2010 09:24:12,ABC0174,PC-5156,Disconnect
{X1R6-A0WR68II-4452QPQF},01/07/2010 09:25:02,AJF0370,PC-8651,Connect
{A7O7-K3VQ88MH-8859VILB},01/07/2010 09:31:44,AKR0057,PC-2879,Connect
{V1W9-T5TY63CF-4798CXOL},01/07/2010 09:32:42,AKR0057,PC-2879,Disconnect
{S2Z7-E4DD61ND-7107KULV},01/07/2010 09:37:48,AVM0947,PC-0285,Connect
{N6W8-C5RO94JP-5895WQXX},01/07/2010 09:38:58,BJP0134,PC-0898,Connect
{K0Q3-W4GV37OG-8288LIGK},01/07/2010 09:39:16,AAF0535,PC-2408,Connect
{Z7D9-S6KK55WR-8227VZOB},01/07/2010 09:39:46,AVM0947,PC-0285,Disconnect
{C9B6-D6LA14HG-6238OHAD},01/07/2010 09:42:11,BJM0111,PC-6866,Connect
{N2V2-X5YW16FE-8637JNXT},01/07/2010 09:48:03,AJF0370,PC-8651,Disconnect
{D9H5-V1GY02KE-3120NOWD},01/07/2010 09:49:44,BJP0134,PC-0898,Disconnect
{H7I8-M5BU71DN-6673AHQC},01/07/2010 09:56:38,BJM0111,PC-6866,Disconnect
{D6D0-N3LJ86JG-4794BYFM},01/07/2010 10:10:54,AVM0947,PC-0285,Connect
{Q2K6-T2LH10LY-6142FTGN},01/07/2010 10:12:02,BJP0134,PC-0898,Connect
{I0T7-C4ZO30JX-6405DSDW},01/07/2010 10:15:59,AIB0948,PC-8245,Connect
{Z3Z5-O5PC57NE-7899FCXP},01/07/2010 10:17:10,AIB0948,PC-8245,Disconnect
{Q1Z1-G8BJ28EB-3013ATZZ},01/07/2010 10:20:44,AJN0607,PC-8303,Connect
{N2Q1-O0ZN56KM-4123PFTF},01/07/2010 10:22:24,BJP0134,PC-0898,Disconnect
{E3U1-A1RQ23QG-5345SHGK},01/07/2010 10:24:08,AAF0535,PC-2408,Disconnect
{K5E1-P8HS23PV-0726MDXU},01/07/2010 10:26:51,AVM0947,PC-0285,Disconnect
{Z4K1-L9JB02IN-6693NOYV},01/07/2010 10:29:57,BJM0111,PC-6866,Connect
{P7D4-M2KI10OV-6822PQXO},01/07/2010 10:34:23,AJN0607,PC-8303,Disconnect
{S1K3-P1OS26TQ-1814KMMC},01/07/2010 10:47:10,BJM0111,PC-6866,Disconnect
{U8M7-N0SG18VZ-9706KLXS},01/07/2010 10:49:14,AIP0982,PC-3733,Disconnect
{N8V3-Y6PD45SG-4009BSON},01/07/2010 10:54:01,AVM0947,PC-0285,Connect
{X4H9-Q8EI20WQ-5644YJYI},01/07/2010 10:55:29,AJF0370,PC-8651,Connect
{S4I3-C3GW20FH-4610CGOD},01/07/2010 11:00:18,AJF0370,PC-8651,Disconnect
{E9Y8-G1RE05UQ-9575EMCE},01/07/2010 11:13:34,AJF0370,PC-8651,Connect
{D9O9-H1BW87VV-0031HUAF},01/07/2010 11:17:40,AVM0947,PC-0285,Disconnect
{M9J9-K4CF55HZ-1932WKGT},01/07/2010 11:24:04,AJF0370,PC-8651,Disconnect
{U8J0-N6QC70DX-9148JXYG},01/07/2010 11:31:33,AJF0370,PC-8651,Connect
{B5B1-K8QS97AE-5898EQKC},01/07/2010 11:32:02,AJF0370,PC-8651,Disconnect
{V3T3-U8KG68LA-1411OOIG},01/07/2010 11:49:47,AJN0607,PC-8303,Connect
{N6M9-Y2VJ22YV-1547YPRS},01/07/2010 12:06:59,AVM0947,PC-0285,Connect
{E9E5-E5WK34VI-8126WFFS},01/07/2010 12:08:42,AJN0607,PC-8303,Disconnect
{P9C6-L6PH12JW-0912ISZI},01/07/2010 12:15:41,AVM0947,PC-0285,Disconnect
{V1M5-E8XR32GJ-9442SUPI},01/07/2010 12:42:28,BJM0111,PC-6866,Connect
{L9D4-R5KM80IC-7268UJGH},01/07/2010 12:48:48,ANM0123,PC-3845,Connect
{M5L8-E8WH97NG-6141KXCC},01/07/2010 12:57:07,BJM0111,PC-6866,Disconnect
{Y5P0-P8CQ47CP-5082UHIA},01/07/2010 12:59:42,AVM0947,PC-0285,Connect
{B2X2-D8TA12EO-7587BRRC},01/07/2010 13:03:38,AOK0844,PC-4659,Connect
{H1T2-V7BN24CV-2459MHUY},01/07/2010 13:03:55,AOK0844,PC-4659,Disconnect
{M7Q9-I1KM02LG-6697XFZJ},01/07/2010 13:07:24,AOK0844,PC-4659,Connect
{C1S1-A7JI52WA-3415ESMX},01/07/2010 13:08:24,AOK0844,PC-4659,Disconnect
{M8D6-Q9SI64LU-5886HYGQ},01/07/2010 13:12:43,AOK0844,PC-4659,Connect
{E4C6-L6HZ48LO-8600PVCS},01/07/2010 13:16:12,AVM0947,PC-0285,Disconnect
{D8L6-W4GF54EI-7744IZCI},01/07/2010 13:17:16,AOK0844,PC-4659,Disconnect
{V6F6-L4YS65VK-0179SYTM},01/07/2010 13:19:01,AOK0844,PC-4659,Connect
{E4Q7-O3NU87KF-1333OBOW},01/07/2010 13:19:46,AOK0844,PC-4659,Disconnect
{Q5W3-F2LV36WJ-3566GFYG},01/07/2010 13:20:56,AIB0948,PC-8245,Connect
{F7W8-L9RE02ZA-4548ZXUU},01/07/2010 13:26:21,BJM0111,PC-6866,Connect
{Q0L8-G0LC61ZR-8847UNUC},01/07/2010 13:27:52,AJN0607,PC-8303,Connect
{O8T6-G2WG88QB-1252WGGC},01/07/2010 13:31:36,AIB0948,PC-8245,Disconnect
{B1R9-U1ZO76XY-8210WJEF},01/07/2010 13:33:46,BJM0111,PC-6866,Disconnect
{Y8I1-O4XQ57AI-0263APET},01/07/2010 13:47:05,AJN0607,PC-8303,Disconnect
{Q2Q2-R7XC64OC-2519EYJJ},01/07/2010 13:52:42,ANM0123,PC-3845,Disconnect
{K6P5-F2IR80UZ-5702BFXR},01/07/2010 13:53:48,AVM0947,PC-0285,Connect
{S8V9-P3QD81OJ-5128OZKZ},01/07/2010 13:54:20,AIB0948,PC-8245,Connect
{D1U7-V7QJ85RC-0421KFUH},01/07/2010 13:59:09,AIB0948,PC-8245,Disconnect
{F1C0-Y7OX21VV-1162MUVE},01/07/2010 13:59:54,AVM0947,PC-0285,Disconnect
{E8Z1-O9OQ89SK-8123XNLL},01/07/2010 14:03:46,AJF0370,PC-8651,Connect
{U3Z3-A4PJ46QC-8471YVCR},01/07/2010 14:12:13,ATE0869,PC-1313,Connect
{M8H2-T7JF28US-1404OQIM},01/07/2010 14:12:52,AJF0370,PC-8651,Disconnect
{N9E1-O7AR48FT-5867JFXC},01/07/2010 14:15:32,AJF0370,PC-8651,Connect
{Q6E0-U0LS92QX-9170RFIV},01/07/2010 14:19:42,BJP0134,PC-0898,Connect
{R4S4-Z1KV60DK-9853DAYB},01/07/2010 14:20:43,AJF0370,PC-8651,Disconnect
{R2M8-P5WA08XJ-8993ICXZ},01/07/2010 14:21:56,AIB0948,PC-8245,Connect
{M7O7-C5KD75HT-0247OJYN},01/07/2010 14:23:04,AVM0947,PC-0285,Connect
{Q9I7-K2TH69XN-9234EBYV},01/07/2010 14:25:51,BBS0422,PC-4551,Connect
{E1U4-O7VB44FF-0869EYHM},01/07/2010 14:27:02,AJF0370,PC-8651,Connect
{H3E8-X0SE00QS-3430ZAQO},01/07/2010 14:27:05,AIB0948,PC-8245,Disconnect
{P1I9-W9HU00SG-4250SXTX},01/07/2010 14:27:32,BJP0134,PC-0898,Disconnect
{X1Z5-M6GN49NR-3769TKVD},01/07/2010 14:28:36,BJP0134,PC-0898,Connect
{Z7X8-F6CR74KT-2158RSRK},01/07/2010 14:32:02,AHM0410,PC-3686,Connect
{U8U4-Q0VC85GH-7915UINY},01/07/2010 14:35:14,AJF0370,PC-8651,Disconnect
{U5P1-A5XJ04JY-9887UHXQ},01/07/2010 14:36:28,BBS0422,PC-4551,Disconnect
{S0E2-H7KB12PV-9895XWYU},01/07/2010 14:39:54,AJF0370,PC-8651,Connect
{N5Q0-Y8QT76JU-0135IFXN},01/07/2010 14:40:18,AHM0410,PC-3686,Disconnect
{X0S0-H5CS21UK-6879ADHO},01/07/2010 14:45:56,AVM0947,PC-0285,Disconnect
{Z3E3-V3SJ96LJ-5297AAQX},01/07/2010 14:48:27,AIB0948,PC-8245,Connect
{Z3V6-B8DF98AK-1125AYXY},01/07/2010 14:49:35,BJP0134,PC-0898,Disconnect
{Q4V5-O6PO11TR-3627KVGE},01/07/2010 14:49:53,ANM0123,PC-3845,Connect
{X3G1-G3SX15AX-7594ZFJB},01/07/2010 14:51:00,AJF0370,PC-8651,Disconnect
{N9X8-J4ZS98XK-4070JXSP},01/07/2010 14:51:03,AAF0535,PC-2408,Connect
{Z1V9-I9BP20BN-5774DFHS},01/07/2010 14:53:29,ATE0869,PC-1313,Disconnect
{C8Z9-D7HI59CP-2645QPDF},01/07/2010 14:59:43,BJP0134,PC-0898,Connect
{H5P2-G5RE95KZ-4080XIQO},01/07/2010 14:59:45,AVM0947,PC-0285,Connect
{Y7N6-G0DT27EF-4116SFQG},01/07/2010 15:00:35,BDI0533,PC-5883,Connect
{A0S1-H8UZ46CR-1774GROB},01/07/2010 15:03:20,AVM0947,PC-0285,Disconnect
{N6C3-A8RG08BV-4055RPPJ},01/07/2010 15:04:57,AIB0948,PC-8245,Disconnect
{O7M3-Q3JC82QH-6552UJWD},01/07/2010 15:08:56,BJP0134,PC-0898,Disconnect
{C2S7-A9BZ73GN-9722CVXN},01/07/2010 15:10:11,BDI0533,PC-5883,Disconnect
{G9T4-G4RI58TI-1392GLBS},01/07/2010 15:11:16,BDI0533,PC-5883,Connect
{S6V0-X6NJ89ZO-8945KBCB},01/07/2010 15:16:55,BDI0533,PC-5883,Disconnect
{F6C0-R1FR72FM-1756MTYC},01/07/2010 15:18:22,AAF0535,PC-2408,Disconnect
{H2T4-V3XU25MH-3202KDCV},01/07/2010 15:20:09,BJM0111,PC-6866,Connect
